dataID	beetles	precipitation	altitude	temperature	minTemp	region	plot	year	technician	spatialCoordinate
976	0	0.674511658	0.979591837	4.698513104	-15.80606794	10	49	16	4	29.3877551
977	0	0.171516933	0.979591837	4.823698332	-13.41758606	10	49	17	3	29.3877551
978	0	0.95336147	0.979591837	3.597244041	-15.68489236	10	49	18	3	29.3877551
979	0	0.170753609	0.979591837	5.748366175	-22.15204243	10	49	19	3	29.3877551
980	0	0.659396967	0.979591837	3.930659947	-20.7444006	10	49	20	5	29.3877551
981	1	0.807319219	1	4.853764573	-8.106570747	10	50	1	5	30
982	3	0.163384499	1	7.699603898	-12.18259001	10	50	2	4	30
983	0	0.562986995	1	6.947956658	-17.8255508	10	50	3	4	30
984	0	0.412214461	1	4.812821198	-17.33627859	10	50	4	1	30
985	0	0.902525571	1	6.788749888	-12.04196586	10	50	5	2	30
986	0	0.455087962	1	4.426289348	-16.43582699	10	50	6	2	30
987	5	0.139089936	1	8.849373714	-13.27125794	10	50	7	1	30
988	2	0.798090466	1	6.929383532	-10.90317234	10	50	8	1	30
989	0	0.652757127	1	6.521110173	-18.52083679	10	50	9	1	30
990	250	0.477963302	1	7.847147935	-10.21452345	10	50	10	5	30
991	0	0.48961474	1	7.229756208	-17.56291581	10	50	11	5	30
992	0	0.9184405	1	7.287846324	-13.91807623	10	50	12	2	30
993	0	0.10455053	1	4.127937777	-14.36340943	10	50	13	2	30
994	0	0.391365415	1	5.04309941	-13.0817605	10	50	14	2	30
995	6	0.174717372	1	5.66845734	-11.59450804	10	50	15	5	30
996	75	0.216759764	1	7.867340956	-8.804937378	10	50	16	1	30
997	0	0.422036695	1	5.739213836	-13.81606234	10	50	17	3	30
998	0	0.984907931	1	3.954470759	-12.32389157	10	50	18	5	30
999	0	0.556566108	1	3.773099054	-13.45004763	10	50	19	5	30
1000	168	0.179121346	1	8.152323459	-10.9807459	10	50	20	4	30
